Filename,Rate
results_MRG-059-V-1-1.csv,4.133366699581572
results_MRG-059-V-3-2.csv,2.342825766614464
results_MRG-059-V-1-2.csv,3.350553127208615
results_MRG-059-V-3-1.csv,2.4363773433858587
results_MRG-059-ZA-8-1.csv,0
results_MRG-059-ZA-8-2.csv,0
results_MRG-059-V-2-1.csv,2.59168839322
results_MRG-059-V-2-2.csv,2.7270121732380623
results_MRG-059-V-4-1.csv,1.1021410823863107
results_MRG-059-ZA-9-2.csv,0
results_MRG-059-V-4-3.csv,1.0823008813986412
results_MRG-059-V-4-2.csv,1.0499953616605353
results_MRG-059-ZA-9-1.csv,0
results_MRG-059-X-3-2.csv,4.948402939699162
results_MRG-059-ZA-5-1.csv,0
results_MRG-059-Y-5-1.csv,4.11115725045015
results_MRG-059-Z-4-1.csv,5.001883280580785
results_MRG-059-X-1-1.csv,2.302248239333915
results_MRG-059-ZA-7-2.csv,3.33349824973787
results_MRG-059-X-3-1.csv,4.664505865362058
results_MRG-059-ZA-5-2.csv,0
results_MRG-059-Y-5-2.csv,5.369686595411341
results_MRG-059-Z-4-2.csv,4.991051446764054
results_MRG-059-X-1-2.csv,2.3765781435847835
results_MRG-059-ZA-7-1.csv,3.25071971516277
results_MRG-059-Y-3-1.csv,3.795840711290719
results_MRG-059-Z-2-1.csv,4.83477009797736
results_MRG-059-ZA-3-1.csv,0
results_MRG-059-ZA-1-3.csv,0
results_MRG-059-Y-1-2.csv,1.5877112609232888
results_MRG-059-Y-3-2.csv,3.7163607744321165
results_MRG-059-Z-2-2.csv,4.78944209174222
results_MRG-059-ZA-3-2.csv,0
results_MRG-059-ZA-1-1.csv,0
results_MRG-059-Y-1-1.csv,1.5803625876451877
results_MRG-059-Y-4-2.csv,4.580351616350367
results_MRG-059-ZA-4-2.csv,0
results_MRG-059-X-2-1.csv,3.8194107340967722
results_MRG-059-ZA-6-1.csv,3.5584683402690835
results_MRG-059-Y-4-1.csv,4.5855520555987255
results_MRG-059-ZA-4-1.csv,0
results_MRG-059-X-2-2.csv,3.9388963403421897
results_MRG-059-ZA-6-2.csv,3.86278648430325
results_MRG-059-X-4-1.csv,5.034743525379707
results_MRG-059-ZA-2-2.csv,0
results_MRG-059-Y-2-2.csv,3.0703608654298815
results_MRG-059-Z-3-2.csv,5.466207611206862
results_MRG-059-Z-1-1.csv,3.6169813947661282
results_MRG-059-Z-3-3.csv,4.969985506772422
results_MRG-059-X-4-2.csv,5.186409203411722
results_MRG-059-ZA-2-1.csv,0
results_MRG-059-Y-2-1.csv,2.9891178299179986
results_MRG-059-Z-3-1.csv,4.825909570574716
results_MRG-059-Z-1-3.csv,3.294454099100646
results_MRG-059-Z-1-2.csv,3.6914357267740403
